"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"20 de mar. de 2018","4,0542","4,0529","4,0598","4,0291","","0,01%"
"19 de mar. de 2018","4,0536","4,0308","4,0656","4,0194","","0,55%"
"16 de mar. de 2018","4,0313","4,0447","4,0685","4,0218","","-0,30%"
"15 de mar. de 2018","4,0434","4,0343","4,0672","4,0256","","0,27%"
"14 de mar. de 2018","4,0324","4,0411","4,0479","4,0173","","-0,19%"
"13 de mar. de 2018","4,0400","4,0230","4,0480","3,9996","","0,40%"
"12 de mar. de 2018","4,0240","4,0119","4,0284","3,9956","","0,44%"
"09 de mar. de 2018","4,0063","4,0222","4,0272","3,9843","","-0,40%"
"08 de mar. de 2018","4,0222","4,0289","4,0394","4,0102","","-0,14%"
"07 de mar. de 2018","4,0278","3,9838","4,0316","3,9809","","1,10%"
"06 de mar. de 2018","3,9838","4,0009","4,0231","3,9733","","-0,42%"
"05 de mar. de 2018","4,0005","4,0084","4,0225","3,9905","","-0,15%"
"02 de mar. de 2018","4,0066","3,9888","4,0241","3,9834","","0,45%"
"01 de mar. de 2018","3,9888","3,9583","3,9954","3,9533","","0,77%"
"28 de fev. de 2018","3,9585","3,9781","3,9811","3,9501","","-0,48%"
"27 de fev. de 2018","3,9777","3,9731","3,9870","3,9623","","0,11%"
"26 de fev. de 2018","3,9734","3,9821","4,0006","3,9682","","-0,18%"
"23 de fev. de 2018","3,9805","4,0074","4,0100","3,9730","","-0,68%"
"22 de fev. de 2018","4,0077","4,0148","4,0212","3,9977","","-0,20%"
"21 de fev. de 2018","4,0159","4,0181","4,0243","3,9985","","-0,02%"
"20 de fev. de 2018","4,0168","4,0133","4,0239","3,9886","","0,08%"
"19 de fev. de 2018","4,0134","4,0104","4,0198","3,9949","","0,12%"
"16 de fev. de 2018","4,0086","4,0364","4,0529","3,9831","","-0,70%"
"15 de fev. de 2018","4,0367","4,0057","4,0457","3,9928","","0,77%"
"14 de fev. de 2018","4,0057","4,0700","4,0838","3,9992","","-1,60%"
"13 de fev. de 2018","4,0709","4,0517","4,0777","4,0489","","0,50%"
"12 de fev. de 2018","4,0507","4,0378","4,0526","4,0316","","0,50%"
"09 de fev. de 2018","4,0305","4,0238","4,0561","4,0053","","0,16%"
"08 de fev. de 2018","4,0241","4,0121","4,0449","3,9940","","0,29%"
"07 de fev. de 2018","4,0123","4,0038","4,0248","3,9907","","0,21%"
"06 de fev. de 2018","4,0038","4,0347","4,0622","3,9966","","-0,77%"
"05 de fev. de 2018","4,0349","4,0083","4,0541","3,9980","","0,62%"
"02 de fev. de 2018","4,0102","3,9616","4,0168","3,9509","","1,22%"
"01 de fev. de 2018","3,9618","3,9550","3,9750","3,9355","","0,12%"
"31 de jan. de 2018","3,9572","3,9450","3,9655","3,9168","","0,30%"
"30 de jan. de 2018","3,9453","3,9068","3,9628","3,8916","","0,99%"
"29 de jan. de 2018","3,9067","3,9181","3,9303","3,9031","","-0,18%"
"26 de jan. de 2018","3,9139","3,9009","3,9322","3,8876","","0,28%"
"25 de jan. de 2018","3,9030","3,9057","3,9474","3,8927","","-0,03%"
"24 de jan. de 2018","3,9042","3,9811","4,0003","3,8883","","-1,93%"
"23 de jan. de 2018","3,9812","3,9268","3,9861","3,9140","","1,40%"
"22 de jan. de 2018","3,9264","3,9209","3,9335","3,8984","","0,52%"
"19 de jan. de 2018","3,9062","3,9236","3,9445","3,9038","","-0,46%"
"18 de jan. de 2018","3,9243","3,9284","3,9465","3,9190","","-0,11%"
"17 de jan. de 2018","3,9285","3,9527","3,9733","3,9253","","-0,62%"
"16 de jan. de 2018","3,9531","3,9447","3,9619","3,9215","","0,23%"
"15 de jan. de 2018","3,9442","3,9093","3,9506","3,9068","","0,94%"
"12 de jan. de 2018","3,9076","3,8691","3,9186","3,8685","","1,00%"
"11 de jan. de 2018","3,8689","3,8563","3,8971","3,8504","","0,32%"
"10 de jan. de 2018","3,8567","3,8780","3,9099","3,8567","","-0,54%"
"09 de jan. de 2018","3,8775","3,8782","3,8823","3,8524","","-0,02%"
"08 de jan. de 2018","3,8782","3,8840","3,8920","3,8571","","-0,17%"
"05 de jan. de 2018","3,8847","3,9040","3,9156","3,8843","","-0,48%"
"04 de jan. de 2018","3,9036","3,8888","3,9111","3,8859","","0,37%"
"03 de jan. de 2018","3,8893","3,9295","3,9335","3,8847","","-1,04%"
"02 de jan. de 2018","3,9302","3,9793","4,0028","3,9229","","-1,21%"
"01 de jan. de 2018","3,9783","3,9760","3,9796","3,9733","","0,10%"
"29 de dez. de 2017","3,9743","3,9561","3,9849","3,9541","","0,46%"
"28 de dez. de 2017","3,9560","3,9411","3,9642","3,9375","","0,38%"
"27 de dez. de 2017","3,9409","3,9267","3,9519","3,9162","","0,37%"
"26 de dez. de 2017","3,9265","3,9602","3,9629","3,9217","","-0,86%"
"25 de dez. de 2017","3,9606","3,9533","3,9651","3,9516","","0,09%"
"22 de dez. de 2017","3,9572","3,9285","3,9599","3,9094","","0,74%"
"21 de dez. de 2017","3,9282","3,9143","3,9338","3,9042","","0,33%"
"20 de dez. de 2017","3,9151","3,8950","3,9203","3,8865","","0,51%"
"19 de dez. de 2017","3,8954","3,8790","3,9123","3,8765","","0,43%"
"18 de dez. de 2017","3,8788","3,8724","3,8926","3,8662","","0,16%"
"15 de dez. de 2017","3,8726","3,9361","3,9465","3,8726","","-1,61%"
"14 de dez. de 2017","3,9360","3,9144","3,9606","3,9091","","0,55%"
"13 de dez. de 2017","3,9146","3,8826","3,9289","3,8652","","0,83%"
"12 de dez. de 2017","3,8825","3,8894","3,9101","3,8784","","-0,18%"
"11 de dez. de 2017","3,8894","3,8743","3,8973","3,8601","","0,43%"
"08 de dez. de 2017","3,8727","3,8737","3,8931","3,8312","","-0,04%"
"07 de dez. de 2017","3,8742","3,8169","3,9127","3,8110","","1,50%"
"06 de dez. de 2017","3,8169","3,8333","3,8426","3,8066","","-0,44%"
"05 de dez. de 2017","3,8337","3,8499","3,8541","3,8100","","-0,41%"
"04 de dez. de 2017","3,8495","3,8712","3,8739","3,8396","","-0,64%"
"01 de dez. de 2017","3,8742","3,8958","3,9083","3,8581","","-0,55%"
"30 de nov. de 2017","3,8958","3,8457","3,9146","3,8276","","1,30%"
"29 de nov. de 2017","3,8458","3,8038","3,8525","3,7865","","1,08%"
"28 de nov. de 2017","3,8047","3,8407","3,8481","3,7984","","-0,93%"
"27 de nov. de 2017","3,8405","3,8580","3,8664","3,8285","","-0,43%"
"24 de nov. de 2017","3,8571","3,8178","3,8587","3,8133","","1,01%"
"23 de nov. de 2017","3,8184","3,8116","3,8426","3,8085","","0,18%"
"22 de nov. de 2017","3,8117","3,8251","3,8373","3,8066","","-0,35%"
"21 de nov. de 2017","3,8251","3,8215","3,8302","3,8016","","0,09%"
"20 de nov. de 2017","3,8216","3,8403","3,8466","3,8180","","-0,53%"
"17 de nov. de 2017","3,8421","3,8539","3,8751","3,8397","","-0,30%"
"16 de nov. de 2017","3,8535","3,9067","3,9103","3,8475","","-1,37%"
"15 de nov. de 2017","3,9069","3,9083","3,9301","3,9045","","-0,05%"
"14 de nov. de 2017","3,9087","3,8266","3,9133","3,8241","","2,16%"
"13 de nov. de 2017","3,8259","3,8238","3,8505","3,8160","","0,06%"
"10 de nov. de 2017","3,8237","3,7860","3,8321","3,7799","","1,00%"
"09 de nov. de 2017","3,7860","3,7734","3,8028","3,7641","","0,32%"
"08 de nov. de 2017","3,7741","3,7904","3,7989","3,7564","","-0,43%"
"07 de nov. de 2017","3,7904","3,7725","3,8071","3,7543","","0,47%"
"06 de nov. de 2017","3,7727","3,8476","3,8529","3,7685","","-1,95%"
"03 de nov. de 2017","3,8477","3,8096","3,8723","3,7921","","0,99%"
"02 de nov. de 2017","3,8098","3,7974","3,8201","3,7955","","0,35%"
"01 de nov. de 2017","3,7967","3,8114","3,8258","3,7894","","-0,39%"
"31 de out. de 2017","3,8114","3,8321","3,8436","3,7982","","-0,54%"
"30 de out. de 2017","3,8321","3,7558","3,8351","3,7529","","1,99%"
"27 de out. de 2017","3,7572","3,8335","3,8365","3,7515","","-2,00%"
"26 de out. de 2017","3,8337","3,8188","3,8413","3,7942","","0,38%"
"25 de out. de 2017","3,8193","3,8143","3,8494","3,8066","","0,12%"
"24 de out. de 2017","3,8146","3,8041","3,8470","3,7940","","0,28%"
"23 de out. de 2017","3,8041","3,7586","3,8051","3,7442","","1,10%"
"20 de out. de 2017","3,7626","3,7529","3,7662","3,7334","","0,24%"
"19 de out. de 2017","3,7536","3,7384","3,7641","3,7330","","0,42%"
"18 de out. de 2017","3,7380","3,7155","3,7479","3,7045","","0,60%"
"17 de out. de 2017","3,7157","3,7414","3,7438","3,7157","","-0,67%"
"16 de out. de 2017","3,7409","3,7196","3,7437","3,7055","","0,60%"
"13 de out. de 2017","3,7186","3,7502","3,7588","3,7159","","-0,86%"
"12 de out. de 2017","3,7508","3,7614","3,7687","3,7492","","-0,30%"
"11 de out. de 2017","3,7622","3,7541","3,7697","3,7428","","0,22%"
"10 de out. de 2017","3,7538","3,7429","3,7649","3,7301","","0,27%"
"09 de out. de 2017","3,7438","3,7019","3,7486","3,6984","","1,09%"
"06 de out. de 2017","3,7033","3,6935","3,7156","3,6847","","0,25%"
"05 de out. de 2017","3,6942","3,6869","3,6947","3,6591","","0,19%"
"04 de out. de 2017","3,6871","3,6910","3,7054","3,6704","","-0,10%"
"03 de out. de 2017","3,6909","3,7003","3,7180","3,6900","","-0,27%"
"02 de out. de 2017","3,7010","3,7392","3,7392","3,6998","","-0,92%"
"29 de set. de 2017","3,7355","3,7515","3,7687","3,7306","","-0,41%"
"28 de set. de 2017","3,7510","3,7506","3,7725","3,7428","","0,01%"
"27 de set. de 2017","3,7508","3,7340","3,7602","3,7155","","0,44%"
"26 de set. de 2017","3,7344","3,7437","3,7477","3,7186","","-0,25%"
"25 de set. de 2017","3,7439","3,7360","3,7466","3,7082","","0,27%"
"22 de set. de 2017","3,7340","3,7466","3,7675","3,7300","","-0,35%"
"21 de set. de 2017","3,7471","3,7262","3,7561","3,7176","","0,58%"
"20 de set. de 2017","3,7255","3,7602","3,7690","3,7188","","-0,92%"
"19 de set. de 2017","3,7601","3,7496","3,7673","3,7401","","0,28%"
"18 de set. de 2017","3,7497","3,7158","3,7537","3,7052","","1,00%"
"15 de set. de 2017","3,7125","3,7170","3,7489","3,7125","","-0,14%"
"14 de set. de 2017","3,7176","3,7269","3,7437","3,7064","","-0,25%"
"13 de set. de 2017","3,7268","3,7395","3,7569","3,7191","","-0,34%"
"12 de set. de 2017","3,7397","3,7088","3,7553","3,7008","","0,83%"
"11 de set. de 2017","3,7090","3,7180","3,7180","3,6898","","-0,16%"
"08 de set. de 2017","3,7149","3,7259","3,7476","3,7090","","-0,30%"
"07 de set. de 2017","3,7262","3,6947","3,7386","3,6930","","0,88%"
"06 de set. de 2017","3,6936","3,7134","3,7275","3,6934","","-0,53%"
"05 de set. de 2017","3,7134","3,7364","3,7420","3,7000","","-0,64%"
"04 de set. de 2017","3,7374","3,7263","3,7467","3,7247","","0,32%"
"01 de set. de 2017","3,7256","3,7489","3,7559","3,7132","","-0,63%"
"31 de ago. de 2017","3,7492","3,7565","3,7638","3,7186","","-0,17%"
"30 de ago. de 2017","3,7554","3,7900","3,7945","3,7503","","-0,90%"
"29 de ago. de 2017","3,7894","3,7934","3,8237","3,7801","","-0,11%"
"28 de ago. de 2017","3,7935","3,7686","3,7959","3,7536","","0,70%"
"25 de ago. de 2017","3,7673","3,7140","3,7685","3,7035","","1,42%"
"24 de ago. de 2017","3,7144","3,7089","3,7199","3,6980","","0,14%"
"23 de ago. de 2017","3,7092","3,7189","3,7433","3,7033","","-0,24%"
"22 de ago. de 2017","3,7181","3,7396","3,7514","3,7004","","-0,55%"
"21 de ago. de 2017","3,7388","3,6989","3,7471","3,6915","","1,02%"
"18 de ago. de 2017","3,7010","3,7214","3,7388","3,6934","","-0,57%"
"17 de ago. de 2017","3,7224","3,7104","3,7357","3,6780","","0,35%"
"16 de ago. de 2017","3,7094","3,7189","3,7275","3,6980","","-0,28%"
"15 de ago. de 2017","3,7197","3,7575","3,7628","3,7152","","-0,98%"
"14 de ago. de 2017","3,7567","3,7696","3,7824","3,7389","","-0,50%"
"11 de ago. de 2017","3,7755","3,7382","3,8083","3,7258","","0,99%"
"10 de ago. de 2017","3,7384","3,7110","3,7442","3,6937","","0,74%"
"09 de ago. de 2017","3,7111","3,6745","3,7140","3,6656","","0,98%"
"08 de ago. de 2017","3,6751","3,6879","3,7013","3,6649","","-0,34%"
"07 de ago. de 2017","3,6878","3,6848","3,6995","3,6798","","0,04%"
"04 de ago. de 2017","3,6862","3,6957","3,7031","3,6622","","-0,23%"
"03 de ago. de 2017","3,6946","3,6912","3,7136","3,6840","","0,10%"
"02 de ago. de 2017","3,6908","3,6898","3,7150","3,6880","","0,03%"
"01 de ago. de 2017","3,6898","3,7026","3,7052","3,6681","","-0,34%"
"31 de jul. de 2017","3,7023","3,6772","3,7096","3,6703","","0,59%"
"28 de jul. de 2017","3,6806","3,6812","3,7061","3,6760","","-0,03%"
"27 de jul. de 2017","3,6816","3,6831","3,6978","3,6700","","-0,03%"
"26 de jul. de 2017","3,6827","3,6972","3,6997","3,6686","","-0,34%"
"25 de jul. de 2017","3,6951","3,6614","3,6970","3,6591","","0,86%"
"24 de jul. de 2017","3,6637","3,6655","3,6742","3,6506","","-0,02%"
"21 de jul. de 2017","3,6644","3,6298","3,6692","3,6200","","0,96%"
"20 de jul. de 2017","3,6297","3,6258","3,6614","3,6131","","0,10%"
"19 de jul. de 2017","3,6261","3,6446","3,6486","3,6220","","-0,52%"
"18 de jul. de 2017","3,6449","3,6548","3,6817","3,6440","","-0,25%"
"17 de jul. de 2017","3,6540","3,6450","3,6566","3,6357","","0,19%"
"14 de jul. de 2017","3,6470","3,6638","3,6699","3,6435","","-0,44%"
"13 de jul. de 2017","3,6632","3,6606","3,6776","3,6490","","0,07%"
"12 de jul. de 2017","3,6608","3,7323","3,7402","3,6586","","-1,92%"
"11 de jul. de 2017","3,7326","3,7113","3,7340","3,7038","","0,57%"
"10 de jul. de 2017","3,7113","3,7381","3,7469","3,7100","","-0,79%"
"07 de jul. de 2017","3,7410","3,7661","3,7708","3,7269","","-0,64%"
"06 de jul. de 2017","3,7652","3,7340","3,7864","3,7262","","0,85%"
"05 de jul. de 2017","3,7336","3,7551","3,7739","3,7312","","-0,56%"
"04 de jul. de 2017","3,7546","3,7506","3,7576","3,7424","","0,07%"
"03 de jul. de 2017","3,7520","3,7770","3,7800","3,7436","","-0,71%"
"30 de jun. de 2017","3,7788","3,7811","3,7891","3,7515","","-0,03%"
"29 de jun. de 2017","3,7801","3,7314","3,7935","3,7314","","1,28%"
"28 de jun. de 2017","3,7325","3,7572","3,7746","3,7264","","-0,66%"
"27 de jun. de 2017","3,7572","3,6865","3,7814","3,6852","","1,94%"
"26 de jun. de 2017","3,6858","3,7443","3,7470","3,6847","","-1,51%"
"23 de jun. de 2017","3,7422","3,7269","3,7445","3,7237","","0,39%"
"22 de jun. de 2017","3,7277","3,7266","3,7378","3,7033","","0,05%"
"21 de jun. de 2017","3,7260","3,7043","3,7271","3,6936","","0,58%"
"20 de jun. de 2017","3,7045","3,6593","3,7188","3,6564","","1,22%"
"19 de jun. de 2017","3,6599","3,6888","3,7073","3,6572","","-0,74%"
"16 de jun. de 2017","3,6873","3,6492","3,6886","3,6471","","1,02%"
"15 de jun. de 2017","3,6500","3,6735","3,6784","3,6460","","-0,63%"
"14 de jun. de 2017","3,6730","3,7165","3,7229","3,6719","","-1,18%"
"13 de jun. de 2017","3,7170","3,7168","3,7368","3,6977","","-0,01%"
"12 de jun. de 2017","3,7172","3,6904","3,7266","3,6745","","0,70%"
"09 de jun. de 2017","3,6913","3,6587","3,6938","3,6383","","0,92%"
"08 de jun. de 2017","3,6576","3,6806","3,6959","3,6570","","-0,62%"
"07 de jun. de 2017","3,6804","3,6964","3,7029","3,6658","","-0,44%"
"06 de jun. de 2017","3,6965","3,7106","3,7195","3,6888","","-0,38%"
"05 de jun. de 2017","3,7106","3,6616","3,7119","3,6473","","1,25%"
"02 de jun. de 2017","3,6648","3,6452","3,6759","3,6200","","0,54%"
"01 de jun. de 2017","3,6450","3,6279","3,6507","3,6046","","0,47%"
"31 de mai. de 2017","3,6278","3,6441","3,6595","3,6251","","-0,45%"
"30 de mai. de 2017","3,6441","3,6361","3,6627","3,6189","","0,23%"
"29 de mai. de 2017","3,6358","3,6450","3,6667","3,6355","","-0,27%"
"26 de mai. de 2017","3,6458","3,6692","3,6791","3,6330","","-0,65%"
"25 de mai. de 2017","3,6698","3,6753","3,6986","3,6577","","-0,22%"
"24 de mai. de 2017","3,6780","3,6582","3,6886","3,6351","","0,56%"
"23 de mai. de 2017","3,6576","3,6702","3,6858","3,6420","","-0,37%"
"22 de mai. de 2017","3,6713","3,6448","3,7283","3,6317","","0,70%"
"19 de mai. de 2017","3,6456","3,7380","3,7685","3,6322","","-2,60%"
"18 de mai. de 2017","3,7428","3,5076","3,7929","3,4880","","6,83%"
"17 de mai. de 2017","3,5034","3,4322","3,5059","3,4301","","2,09%"
"16 de mai. de 2017","3,4316","3,4143","3,4400","3,4118","","0,50%"
"15 de mai. de 2017","3,4146","3,4121","3,4286","3,3998","","0,01%"
"12 de mai. de 2017","3,4141","3,4118","3,4278","3,4028","","0,10%"
"11 de mai. de 2017","3,4108","3,4421","3,4504","3,4063","","-0,93%"
"10 de mai. de 2017","3,4428","3,4697","3,4781","3,4264","","-0,76%"
"09 de mai. de 2017","3,4691","3,4947","3,4966","3,4566","","-0,74%"
"08 de mai. de 2017","3,4951","3,4935","3,5056","3,4729","","0,01%"
"05 de mai. de 2017","3,4949","3,5053","3,5067","3,4787","","-0,21%"
"04 de mai. de 2017","3,5024","3,4466","3,5067","3,4404","","1,62%"
"03 de mai. de 2017","3,4466","3,4445","3,4524","3,4275","","0,07%"
"02 de mai. de 2017","3,4442","3,4619","3,4882","3,4354","","-0,52%"
"01 de mai. de 2017","3,4621","3,4602","3,4705","3,4530","","0,01%"
"28 de abr. de 2017","3,4616","3,4619","3,5075","3,4545","","0,01%"
"27 de abr. de 2017","3,4614","3,4588","3,4651","3,4343","","0,07%"
"26 de abr. de 2017","3,4589","3,4382","3,4888","3,4262","","0,59%"
"25 de abr. de 2017","3,4385","3,3998","3,4680","3,3957","","1,15%"
"24 de abr. de 2017","3,3994","3,4379","3,4426","3,3807","","0,65%"
"21 de abr. de 2017","3,3775","3,3746","3,3809","3,3630","","0,09%"
"20 de abr. de 2017","3,3744","3,3744","3,4046","3,3665","","-0,06%"
"19 de abr. de 2017","3,3763","3,3352","3,3798","3,3283","","1,24%"
"18 de abr. de 2017","3,3350","3,2985","3,3528","3,2963","","1,12%"
"17 de abr. de 2017","3,2979","3,3381","3,3507","3,2963","","-1,17%"
"14 de abr. de 2017","3,3371","3,3373","3,3445","3,3346","","-0,01%"
"13 de abr. de 2017","3,3375","3,3331","3,3439","3,3094","","0,10%"
"12 de abr. de 2017","3,3340","3,3285","3,3569","3,3220","","0,22%"
"11 de abr. de 2017","3,3268","3,3175","3,3526","3,3135","","0,24%"
"10 de abr. de 2017","3,3190","3,3335","3,3404","3,3108","","-0,41%"
"07 de abr. de 2017","3,3327","3,3449","3,3512","3,3102","","-0,37%"
"06 de abr. de 2017","3,3452","3,3272","3,3549","3,3081","","0,53%"
"05 de abr. de 2017","3,3274","3,3016","3,3333","3,2862","","0,76%"
"04 de abr. de 2017","3,3023","3,3239","3,3470","3,3001","","-0,62%"
"03 de abr. de 2017","3,3229","3,3288","3,3430","3,3153","","-0,13%"
"31 de mar. de 2017","3,3272","3,3611","3,4015","3,3246","","-1,06%"
"30 de mar. de 2017","3,3628","3,3590","3,3660","3,3422","","0,11%"
"29 de mar. de 2017","3,3591","3,3950","3,3992","3,3478","","-1,10%"
"28 de mar. de 2017","3,3965","3,3975","3,4114","3,3876","","-0,01%"
"27 de mar. de 2017","3,3969","3,3559","3,4162","3,3552","","1,19%"
"24 de mar. de 2017","3,3569","3,3857","3,4051","3,3527","","-0,85%"
"23 de mar. de 2017","3,3857","3,3319","3,3927","3,3243","","1,56%"
"22 de mar. de 2017","3,3337","3,3388","3,3581","3,3283","","-0,15%"
"21 de mar. de 2017","3,3388","3,2997","3,3460","3,2931","","1,19%"
"20 de mar. de 2017","3,2996","3,3209","3,3505","3,2936","","-0,61%"
"17 de mar. de 2017","3,3197","3,3569","3,3655","3,3136","","-1,12%"
"16 de mar. de 2017","3,3573","3,3316","3,3603","3,3178","","0,77%"
"15 de mar. de 2017","3,3317","3,3602","3,3791","3,3233","","-0,84%"
"14 de mar. de 2017","3,3598","3,3590","3,3780","3,3483","","0,02%"
"13 de mar. de 2017","3,3590","3,3495","3,3710","3,3378","","0,26%"
"10 de mar. de 2017","3,3504","3,3788","3,3929","3,3495","","-0,80%"
"09 de mar. de 2017","3,3775","3,3338","3,3885","3,3272","","1,30%"
"08 de mar. de 2017","3,3342","3,2965","3,3526","3,2910","","1,15%"
"07 de mar. de 2017","3,2962","3,3225","3,3288","3,2891","","-0,75%"
"06 de mar. de 2017","3,3211","3,3069","3,3236","3,2873","","0,34%"
"03 de mar. de 2017","3,3099","3,3182","3,3360","3,2947","","-0,20%"
"02 de mar. de 2017","3,3164","3,2584","3,3193","3,2497","","1,76%"
"01 de mar. de 2017","3,2592","3,2882","3,2970","3,2570","","-0,89%"
"28 de fev. de 2017","3,2885","3,2915","3,3054","3,2862","","-0,09%"
"27 de fev. de 2017","3,2915","3,2854","3,3054","3,2818","","0,16%"
"24 de fev. de 2017","3,2862","3,2384","3,3003","3,2365","","1,50%"
"23 de fev. de 2017","3,2376","3,2342","3,2536","3,2283","","0,10%"
"22 de fev. de 2017","3,2344","3,2624","3,2685","3,2294","","-0,82%"
"21 de fev. de 2017","3,2613","3,2744","3,2766","3,2486","","-0,46%"
"20 de fev. de 2017","3,2763","3,2965","3,3030","3,2723","","-0,58%"
"17 de fev. de 2017","3,2954","3,2990","3,3121","3,2793","","-0,05%"
"16 de fev. de 2017","3,2972","3,2403","3,2995","3,2349","","1,73%"
"15 de fev. de 2017","3,2412","3,2630","3,2666","3,2344","","-0,67%"
"14 de fev. de 2017","3,2631","3,2980","3,3136","3,2580","","-1,05%"
"13 de fev. de 2017","3,2976","3,3128","3,3254","3,2943","","-0,54%"
"10 de fev. de 2017","3,3154","3,3371","3,3409","3,3013","","-0,60%"
"09 de fev. de 2017","3,3355","3,3345","3,3406","3,3250","","0,00%"
"08 de fev. de 2017","3,3354","3,3337","3,3468","3,3186","","0,05%"
"07 de fev. de 2017","3,3337","3,3500","3,3504","3,3196","","-0,48%"
"06 de fev. de 2017","3,3497","3,3614","3,3676","3,3336","","-0,37%"
"03 de fev. de 2017","3,3621","3,3608","3,3716","3,3452","","0,04%"
"02 de fev. de 2017","3,3609","3,3695","3,3851","3,3558","","-0,28%"
"01 de fev. de 2017","3,3702","3,4038","3,4082","3,3681","","-0,95%"
"31 de jan. de 2017","3,4024","3,3427","3,4060","3,3355","","1,74%"
"30 de jan. de 2017","3,3442","3,3587","3,3748","3,3205","","-0,49%"
"27 de jan. de 2017","3,3605","3,3965","3,4019","3,3573","","-1,02%"
"26 de jan. de 2017","3,3950","3,4070","3,4137","3,3880","","-0,36%"
"25 de jan. de 2017","3,4073","3,4029","3,4152","3,3962","","0,16%"
"24 de jan. de 2017","3,4019","3,4047","3,4135","3,3885","","-0,10%"
"23 de jan. de 2017","3,4053","3,3867","3,4190","3,3804","","0,40%"
"20 de jan. de 2017","3,3918","3,4097","3,4193","3,3870","","-0,50%"
